Book,Chapter,Verse,ASY,TRL,ENG
,,25,"”ܘܐܵܢܝܼ ܐ݇ܡܝܼܪܗܘܿܢ ܐܸܠܹܗ، ’ܡܵܪܲܢ، ܗ̇ܘ ܐܝܼܬ ܠܹܗ ܥܸܣܪܵܐ ܟܲܟܪܹ̈ܐ.‘","”O anee meerhoon ileh, ’Maran, haw eet-leh 'isra kakre.‘","And they said unto him, Lord, he hath ten pounds."
,,26,"”ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ، ’ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܟܠ ܡ̇ܢ ܕܐܝܼܬ ܠܹܗ ܒܸܬ ܦܵܐܹܫ ܝܘܼܗ݇ܒ݂ܵܐ ܐܸܠܹܗ، ܘܡ̇ܢ ܕܠܲܝܬ ܠܹܗ، ܐܘܼܦ ܗ̇ܘ ܕܐܝܼܬ ܠܹܗ ܒܸܬ ܦܵܐܹܫ ܫܩܝܼܠܵܐ ܡܸܢܹܗ.","”Joewib-leh ilayhy, ’bemara ywin ilawkhoon, kl man deet-leh bit paesh yoewa ileh, o man dlayt-leh, oep haw deet-leh bit paesh shqeela mineh.","I say unto you, that unto every one that hath shall be given; but from him that hath not, even that which he hath shall be taken away from him."
,,27,"”’ܐܝܼܢܵܐ ܕܸܫܡܸܢܝܼ̈، ܐܵܢܝܼ ܕܠܵܐ ܒܣܝܼܡ ܠܵܗ̇ ܠܗܘܿܢ ܕܗܵܘܹܝܢ ܗ݇ܘܵܐ ܡܲܠܟܵܐ ܥܲܠܲܝܗܝ، ܡܲܝܬܹܝܡܘܼܢ ܠܗܘܿܢ ܠܐܲܟ݂ܵܐ، ܘܩܛܘܿܠܘܼܢ ܠܗܘܿܢ ܩܵܕ݇ܡܝܼ.‘“","”’eena dishminee, anee dla bseem-laha-lhoon dhaweyn wa malka 'alayhy, mayteymoen-lhoon lakha, o qṭooloen-lhoon qamee.‘“","Howbeit these mine enemies, which would not that I should reign over them, bring hither, and slay them before me."
,,28,"ܟܲܕ ܗܘܼܡܙܸܡ ܠܹܗ ܝܼܫܘܿܥ ܐܲܢܹܐ، ܦܠܝܼܛ ܠܹܗ ܠܐܘܼܪܚܹܗ ܘܐ݇ܙܝܼܠ ܠܹܗ ܩܵܕ݇ܡܵܐ ܩܵܕ݇ܡܲܝܗܝ ܒܹܐܣܵܩܵܐ ܠܐܘܿܪܸܫܠܸܡ.","Kad hoemzim-leh eeshoo' ane, pleeṭ-leh loerkheh o zeel-leh qama qamayhy besaqa loorishlim.","And when he had thus spoken, he went on before, going up to Jerusalem."
,,29,"ܐܝܼܡܲܢ ܕܡܛܹܐ ܠܹܗ ܠܒܹܝܬ ܦܵܓܹ̈ܐ ܘܠܒܹܝܬ ܥܲܢܝܵܐ، ܠܓܹܒܵܐ ܕܛܘܼܪܵܐ ܕܦܝܵܫܵܐ ܝܠܹܗ ܩܸܪܝܵܐ ܛܘܼܪܵܐ ܕܙܲܝ̈ܬܹܐ، ܫܘܼܕܸܪܹܗ ܬܪܹܝ ܡ̣ܢ ܬܲܠܡܝܼܕܘܼ̈ܗܝ،","Eeman dmṭe-leh lbeyt page o lbeyt 'anya, lgeba dṭoera dpyasha-yleh qirya ṭoera dzayte, shoedireh trey min talmeedoehy,","And it came to pass, when he drew nigh unto Bethphage and Bethany, at the mount that is called the mount of Olives, he sent two of the disciples,"
,,30,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܙܹܠ݇ܡܘܼܢ ܠܡܵܬܵܐ ܕܝܼܠܵܗ̇ ܠܒܲܠܩܘܼܒ݂ܠܲܢ، ܘܐܝܼܡܲܢ ܕܥܵܒ݂ܪܝܼܬܘܿܢ ܓܵܘܘܼܗ̇، ܒܸܬ ܡܲܫ݇ܟ̰ܚܝܼܬܘܿܢ ܓ̰ܲܥܫܵܐ ܐ݇ܣܝܼܪܵܐ ܗ̇ܘ ܕܐ݇ܢܵܫܵܐ ܗܸܟ̃ ܠܹܐ ܝܠܹܗ ܪܟܝܼܒ݂ܵܐ ܥܲܠܘܼܗܝ. ܫܪܹܝܡܘܼܢ ܘܡܲܝܬܹܝܡܘܼܢ ܠܹܗ.","O meereh ilayhy, ”zemoen lmata deelaha lbalqoewlan, o eeman d'awreetoon gawoeha, bit machkheetoon ja'sha seera haw dnasha hich le-yleh rkeewa 'aloehy. Shreymoen o mayteymoen-leh.","saying, Go your way into the village over against you; in the which as ye enter ye shall find a colt tied, whereon no man ever yet sat: loose him, and bring him."
,,31,"”ܘܐܸܢ ܐ݇ܢܵܫܵܐ ܒܲܩܸܪܵܘܟ݂ܘܿܢ، ’ܩܵܡܘܿܕܝܼ ܒܸܫܪܵܝܵܐ ܝܬܘܿܢ ܐܸܠܹܗ؟‘ ܓ̰ܲܘܸܒܝܼܬܘܿܢ ܠܹܗ، ’ܡܵܪܲܢ ܣܢܝܼܩܵܐ ܝܠܹܗ ܐܸܠܹܗ.‘“","”O in nasha baqirawkhoon, ’qamoodee bishraya ytoon ileh?‘ jawibeetoon-leh, ’Maran sneeqa-yleh ileh.‘“","And if any one ask you, Why do ye loose him? thus shall ye say, The Lord hath need of him."
,,32,ܘܐ݇ܙܝܼܠ ܠܗܘܿܢ ܐܵܢܝܼ ܕܦܝܼܫ ܠܗܘܿܢ ܫܘܼܕܪܹܐ ܘܡܘܼܫ݇ܟ̰ܸܚ ܠܗܘܿܢ ܕܵܐܟ݂ܝܼ ܕܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ.,O zeel-lhoon anee dpeesh-lhoon shoedre o moechikh-lhoon dakhee dmeereh ilayhy eeshoo'.,"And they that were sent went away, and found even as he had said unto them."
,,33,"ܘܟܲܕ ܒܸܫܪܵܝܵܐ ܝܗ݇ܘܵܘ ܠܓ̰ܲܥܫܵܐ، ܒܘܼܩܸܪܗܘܿܢ ܡܵܪ̈ܵܘܵܬܹܗ، ”ܩܵܡܘܿܕܝܼ ܒܸܫܪܵܝܵܐ ܝܬܘܿܢ ܠܐܵܗܵܐ ܓ̰ܲܥܫܵܐ؟“","O kad bishraya ywaw lja'sha, boeqirhoon marawateh, ”qamoodee bishraya ytoon-laha ja'sha?“","And as they were loosing the colt, the owners thereof said unto them, Why loose ye the colt?"
,,34,"ܓ̰ܘܼܘܸܒ ܠܗܘܿܢ ܐܸܠܲܝܗܝ، ”ܡܵܪܲܢ ܣܢܝܼܩܵܐ ܝܠܹܗ ܐܸܠܹܗ.“","Joewib-lhoon ilayhy, ”Maran sneeqa-yleh ileh.“","And they said, The Lord hath need of him."
,,35,"ܘܡܘܼܐܬܹܐ ܠܗܘܿܢ ܠܟܸܣ ܝܼܫܘܿܥ ܘܕܪܹܐ ܠܗܘܿܢ ܥܲܠ ܓ̰ܲܥܫܵܐ ܓ̰ܘܼܠܲܝ̈ܗܝ، ܘܪܟܝܼܒ݂ ܠܹܗ ܝܼܫܘܿܥ ܥܲܠܘܼܗܝ.","O moete-lhoon lkis eeshoo' o dre-lhoon 'al ja'sha joelayhy, o rkeew-leh eeshoo' 'aloehy.","And they brought him to Jesus: and they threw their garments upon the colt, and set Jesus thereon."
,,36,"ܟܲܕ ܒܹܐܙܵܠܵܐ ܝܗ݇ܘܵܐ ܝܼܫܘܿܥ، ܐܵܢܝܼ ܕܥܲܡܹܗ ܫܲܘܝܼ ܗ݇ܘܵܘ ܓ̰ܘܼܠܲܝ̈ܗܝ ܒܐܘܼܪܚܵܐ.","Kad bezala ywa eeshoo', anee d'ameh shawee waw joelayhy boerkha.","And as he went, they spread their garments in the way."
,,37,"ܐܝܼܡܲܢ ܕܡܛܹܐ ܠܹܗ ܠܡܲܨܠܵܝܬܵܐ ܕܛܘܼܪܵܐ ܕܙܲܝ̈ܬܹܐ، ܫܘܼܪܹܐ ܠܹܗ ܟܠܹܗ ܟܸܢܫܵܐ ܕܬܲܠܡܝܼ̈ܕܹܐ ܒܸܚܕܵܝܵܐ ܘܫܲܒܘܼܚܹܐ ܠܐܲܠܵܗܵܐ ܒܩܵܠܵܐ ܪܵܡܵܐ ܒܘܼܬ ܟܠܲܝܗܝ ܚܲܝܠܹ̈ܐ ܓܘܼܪܹ̈ܐ ܕܚܙܹܐ ܠܗܘܿܢ.","Eeman dmṭe-leh lmaṣlayta dṭoera dzayte, shoere-leh kleh kinsha dtalmeede bikhdaya o shaboekhe lalaha bqala rama boet klayhy khayle goere dkhze-lhoon.","And as he was now drawing nigh, even at the descent of the mount of Olives, the whole multitude of the disciples began to rejoice and praise God with a loud voice for all the mighty works which they had seen;"
,,38,"ܘܐܵܡܪܝܼ ܗ݇ܘܵܘ، ”ܒܪܝܼܟ݂ܵܐ ܝܠܹܗ ܡܲܠܟܵܐ ܕܒܹܐܬܵܝܵܐ ܝܠܹܗ ܒܫܸܡܵܐ ܕܡܵܪܝܵܐ. ܫܠܵܡܵܐ ܒܫܡܲܝܵܐ ܘܫܘܼܒ݂ܚܵܐ ܒܲܡܪ̈ܵܘܡܹܐ.“","O amree waw, ”breekha-yleh malka dbetaya-yleh bshima dmarya. Shlama bshmaya o shoewkha bamrawme.“","saying, Blessed is the King that cometh in the name of the Lord: peace in heaven, and glory in the highest."
,,39,"ܐܝܼܢܵܐ ܐ݇ܢܵܫܹ̈ܐ ܡ̣ܢ ܦܪ̈ܝܼܫܹܐ ܡ̣ܢ ܓܵܘܵܐ ܕܟܸܢܫܹ̈ܐ ܐܵܡܪܝܼ ܗ݇ܘܵܘ ܠܹܗ، ”ܪܲܒܝܼ، ܡܲܫܬܸܩ ܠܬܲܠܡܝܼܕܘܼ̈ܟ݂.“","Eena nashe min preeshe min gawa dkinshe amree waw-leh, ”rabee, mashtiq ltalmeedoekh.“","And some of the Pharisees from the multitude said unto him, Master, rebuke thy disciples."
,,40,"ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ، ”ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܐܸܢ ܐܲܢܹܐ ܫܵܬܩܝܼ، ܟܹܐܦܹ̈ܐ ܒܸܬ ܡܲܩܘܸܚܝܼ.“","Joewib-leh ilayhy, ”bemara ywin ilawkhoon, in ane shatqee, kepe bit maqwikhee.“","And he answered and said, I tell you that, if these shall hold their peace, the stones will cry out."
,,41,"ܟܲܕ ܩܘܼܪܒܸܢܹܗ ܝܼܫܘܿܥ ܠܡܕܝܼܢ݇ܬܵܐ ܘܚܸܙܝܵܐ ܠܹܗ، ܒܟܹܐ ܠܹܗ ܥܲܠܘܼܗ̇،","Kad qoerbineh eeshoo' lmdeeta o khizya-leh, bke-leh 'aloeha,","And when he drew nigh, he saw the city and wept over it,"
,,42,"ܘܐ݇ܡܝܼܪܹܗ، ”ܛܘܼܒ݂ܵܐ ܕܝܵܕܥܲܬܝ ܗ݇ܘܵܐ ܐܲܢ݇ܬ ܒܐܵܗܵܐ ܝܵܘܡܵܐ ܡܘܿܕܝܼ ܒܸܬ ܡܲܝܬܹܐ ܗ݇ܘܵܐ ܥܲܠܵܟ݂ܝ ܫܠܵܡܵܐ! ܐܝܼܢܵܐ ܐܵܕܝܼܵܐ ܛܸܫܝܵܐ ܝܠܹܗ ܡܸܢܵܟ݂ܝ.","O meereh, ”ṭoewa dyad'aty wa at baha yawma moodee bit mayte wa 'alakhy shlama! Eena adeea ṭishya-yleh minakhy.","saying, If thou hadst known in this day, even thou, the things which belong unto peace! but now they are hid from thine eyes."
,,43,"”ܒܸܬ ܐܵܬܝܼ ܥܲܠܵܟ݂ܝ ܝܵܘܡܵܢܹ̈ܐ ܕܒܸܬ ܚܲܪܕܝܼ ܠܵܟ݂ܝ ܕܸܫܡܸܢܵܟ݂ܝ̈، ܡܵܚܝܼ ܫܘܼܪܵܐ ܠܚܵܕܸܪ̈ܘܵܢܵܟ݂ܝ، ܘܚܵܠܨܝܼ ܠܵܟ݂ܝ ܡ̣ܢ ܟܠ ܓܹܒܵܐ.","”Bit atee 'alakhy yawmane dbit khardee lakhy dishminakhy, makhee shoera lkhadirwanakhy, o khalṣee lakhy min kl geba.","For the days shall come upon thee, when thine enemies shall cast up a bank about thee, and compass thee round, and keep thee in on every side,"
,,44,”ܒܸܬ ܬܵܠܚܝܼ ܠܵܟ݂ܝ ܘܒܢܘܿܢܵܟ݂ܝ̈ ܓܵܘܵܟ݂ܝ. ܠܹܐ ܫܵܒ݂ܩܝܼ ܓܵܘܵܟ݂ܝ ܟܹܐܦܵܐ ܥܲܠ ܟܹܐܦܵܐ ܣܵܒܵܒ ܠܵܐ ܝ݇ܕܝܼܥ ܠܵܟ݂ܝ ܙܲܒ݂ܢܵܐ ܕܣܲܚܒܲܪܬܵܟ݂ܝ.“,”Bit talkhee lakhy o bnoonakhy gawakhy. Le shawqee gawakhy kepa 'al kepa sabab la dee' lakhy zawna dsakhbartakhy.“,"and shall dash thee to the ground, and thy children within thee; and they shall not leave in thee one stone upon another; because thou knewest not the time of thy visitation."
,,45,ܥܒ݂ܝܼܪܹܗ ܝܼܫܘܿܥ ܠܗܲܝܟܠܵܐ ܘܫܘܼܪܹܐ ܠܹܗ ܠܦܲܠܘܼܛܹܐ ܠܐܵܢܝܼ ܕܒܸܙܒ݂ܵܢܵܐ ܝܗ݇ܘܵܘ ܘܙܲܒܘܼܢܹܐ.,'weereh eeshoo' lhaykla o shoere-leh lpaloeṭe lanee dbizwana ywaw o zaboene.,"And he entered into the temple, and began to cast out them that sold,"
,,46,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܟܬܝܼܒ݂ܵܐ ܝܠܹܗ ܕܒܲܝܬܝܼ ܒܸܬ ܗܵܘܹܐ ܒܲܝܬܵܐ ܕܨܠܘܿܬܵܐ، ܐܝܼܢܵܐ ܐܲܚܬܘܿܢ ܥܒ݂ܝܼܕ ܠܵܘܟ݂ܘܿܢ ܓܸܦܝܼܬܵܐ ܕܓܹܢܵܒܹ̈ܐ.“","O meereh ilayhy, ”kteewa-yleh dbaytee bit hawe bayta dṣloota, eena akhtoon 'weed lawkhoon gipeeta dgenabe.“","saying unto them, It is written, And my house shall be a house of prayer: but ye have made it a den of robbers."
,,47,"ܘܟܠ ܝܵܘܡܵܐ ܟܹܐ ܡܲܠܸܦ ܗ݇ܘܵܐ ܒܗܲܝܟܠܵܐ، ܐܝܼܢܵܐ ܓܘܼܪ̈ܵܢܹܐ ܕܟܵܗܢܹ̈ܐ ܘܣܵܦܪܹ̈ܐ ܘܪܹ̈ܫܵܢܹܐ ܕܥܲܡܵܐ ܒܵܥܝܼ ܗ݇ܘܵܘ ܠܛܲܠܘܼܩܹܗ.","O kl yawma ke malip wa bhaykla, eena goerane dkahne o sapre o reshane d'ama ba'ee waw lṭaloeqeh.",And he was teaching daily in the temple. But the chief priests and the scribes and the principal men of the people sought to destroy him:
,,48,"ܐܝܼܢܵܐ ܠܵܐ ܡܨܹܐ ܠܗܘܿܢ ܡܲܫ݇ܟ̰ܚܝܼ ܗ݇ܘܵܘ ܚܕܵܐ ܐܘܼܪܚܵܐ ܕܵܐܟ݂ܝܼ ܩܵܛܠܝܼ ܗ݇ܘܵܘ ܠܹܗ، ܣܵܒܵܒ ܟܠܲܝܗܝ ܒܸܫܡܵܥܵܐ ܝܗ݇ܘܵܘ ܠܗܹܡܸܙܡܵܢܘܼ̈ܗܝ.","Eena la mṣe-lhoon machkhee waw khda oerkha dakhee qaṭlee waw-leh, sabab klayhy bishma'a ywaw lhemizmanoehy.","and they could not find what they might do; for the people all hung upon him, listening."
,20,1,"ܒܚܲܕ ܡ̣ܢ ܝܵܘܡܵܢܹ̈ܐ ܟܲܕ ܡܲܠܘܼܦܹܐ ܝܗ݇ܘܵܐ ܝܼܫܘܿܥ ܘܡܲܟܪܘܼܙܹܐ ܓܵܘ ܗܲܝܟܠܵܐ ܩܵܐ ܥܲܡܵܐ، ܩܝܼܡ ܠܗܘܿܢ ܥܲܠܘܼܗܝ ܓܘܼܪ̈ܵܢܹܐ ܕܟܵܗܢܹ̈ܐ ܘܣܵܦܪܹ̈ܐ ܘܚܘܵܪ̈ܕܸܩܢܹܐ،","Bkhad min yawmane kad maloepe ywa eeshoo' o makroeze gaw haykla qa 'ama, qeem-lhoon 'aloehy goerane dkahne o sapre o khwardiqne,","And it came to pass, on one of the days, as he was teaching the people in the temple, and preaching the gospel, there came upon him the chief priests and the scribes with the elders;"
,,2,"ܘܒܘܼܩܸܪܗܘܿܢ ܡܸܢܹܗ، ”ܐ݇ܡܘܿܪ ܐܸܠܲܢ، ܒܐܲܝܢܝܼ ܫܘܼܠܛܵܢܵܐ ܒܸܥܒ݂ܵܕܵܐ ܝܘܸܬ ܐܲܢܹܐ، ܘܡܵܢܝܼ ܝܘܼܗ݇ܒܸܠ ܠܹܗ ܐܸܠܘܼܟ݂ ܐܵܗܵܐ ܫܘܼܠܛܵܢܵܐ؟“","O boeqirhoon mineh, ”moor ilan, baynee shoelṭana bi'wada ywit ane, o manee yoebil-leh iloekh aha shoelṭana?“","and they spake, saying unto him, Tell us: By what authority doest thou these things? or who is he that gave thee this authority?"
,,3,"ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ، ”ܐܘܼܦ ܐܵܢܵܐ ܒܸܬ ܒܲܩܪܸܢܵܘܟ݂ܘܿܢ ܚܲܕ ܒܘܼܩܵܪܵܐ، ܓ̰ܲܘܸܒܘܼܢ ܠܝܼ.","Joewib-leh eeshoo', ”oep ana bit baqrinawkhoon khad boeqara, jawiboen-lee.","And he answered and said unto them, I also will ask you a question; and tell me:"
,,4,”ܡܲܥܡܘܿܕܝܼܬܵܐ ܕܝܘܿܚܲܢܵܢ ܡ̣ܢ ܐܲܠܵܗܵܐ ܝܗ݇ܘܵܐ ܝܲܢ ܡ̣ܢ ܒܢܲܝ̈ܢܵܫܵܐ؟“,”Ma'moodeeta dyookhanan min Alaha ywa yan min bnaynasha?“,"The baptism of John, was it from heaven, or from men?"
,,5,"ܘܐܵܢܝܼ ܕܪܝܼܫ ܠܗܘܿܢ ܥܲܡ ܥܘܼܕܵܠܹ̈ܐ ܘܐ݇ܡܝܼܪܗܘܿܢ، ”ܐܸܢ ܐܵܡܪܲܚ، ܡ̣ܢ ܐܲܠܵܗܵܐ، ܒܸܬ ܐܵܡܹܪ ܐܸܠܲܢ، ’ܒܲܣ ܩܵܡܘܿܕܝܼ ܠܵܐ ܗܘܼܡܸܢܵܘܟ݂ܘܿܢ ܒܝܼܹܗ؟‘","O anee dreesh-lhoon 'am 'oedale o meerhoon, ”in amrakh, min Alaha, bit amer ilan, ’bas qamoodee la hoeminawkhoon bee-eh?‘","And they reasoned with themselves, saying, If we shall say, From heaven; he will say, Why did ye not believe him?"
,,6,"”ܘܐܸܢ ܐܵܡܪܲܚ، ܡ̣ܢ ܒܢܲܝ̈ܢܵܫܵܐ، ܟܠܹܗ ܥܲܡܵܐ ܒܸܬ ܪܵܓ̰ܹܡ ܠܲܢ، ܣܵܒܵܒ ܗܘܼܡܸܢܹܐ ܝܢܵܐ ܕܝܘܿܚܲܢܵܢ ܢܒ݂ܝܼܵܐ ܝܠܹܗ.“","”O in amrakh, min bnaynasha, kleh 'ama bit rajem lan, sabab hoemine yna dyookhanan nweea-yleh.“","But if we shall say, From men; all the people will stone us: for they be persuaded that John was a prophet."
,,7,"ܓ̰ܘܼܘܸܒ ܠܗܘܿܢ ܐܸܠܹܗ، ”ܠܹܐ ܝܵܕܥܲܚ ܡ̣ܢ ܐܲܝܟܵܐ ܝܗ݇ܘܵܐ.“","Joewib-lhoon ileh, ”le yad'akh min ayka ywa.“","And they answered, that they knew not whence it was."
,,8,"ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ، ”ܐܘܼܦ ܐܵܢܵܐ ܠܹܐ ܐܵܡܪܹܢ ܐܸܠܵܘܟ݂ܘܿܢ ܒܐܲܝܢܝܼ ܫܘܼܠܛܵܢܵܐ ܒܸܥܒ݂ܵܕܵܐ ܝܘܸܢ ܐܲܢܹܐ.“","meereh ilayhy eeshoo', ”oep ana le amren ilawkhoon baynee shoelṭana bi'wada ywin ane.“","And Jesus said unto them, Neither tell I you by what authority I do these things."
,,9,"ܘܐ݇ܡܝܼܪܹܗ ܝܼܫܘܿܥ ܐܵܗܵܐ ܡܲܬܠܵܐ ܠܥܲܡܵܐ، ”ܚܲܕ ܐ݇ܢܵܫܵܐ ܢܨܝܼܒ݂ ܠܹܗ ܟܲܪܡܵܐ، ܘܣܘܼܦܹܐ ܠܹܗ ܠܦܲܠܵܚܹ̈ܐ، ܘܐ݇ܙܝܼܠ ܠܹܗ ܠܚܲܕ ܐܲܬܪܵܐ ܪܸܚܩܵܐ ܩܵܐ ܚܲܕ ܙܲܒ݂ܢܵܐ ܝܲܪܝܼܟ݂ܵܐ.","O meereh eeshoo' aha matla l'ama, ”khad nasha nṣeew-leh karma, o soepe-leh lpalakhe, o zeel-leh lkhad atra rikhqa qa khad zawna yareekha.","And he began to speak unto the people this parable: A man planted a vineyard, and let it out to husbandmen, and went into another country for a long time."
,,10,”ܘܒܥܕܵܢܵܐ ܕܛܥܘܼܢܝܵܬܹ̈ܐ ܫܘܼܕܸܪܹܗ ܪܹܓܹܗ ܠܟܸܣ ܦܲܠܵܚܹ̈ܐ ܕܝܵܗ݇ܒ݂ܝܼ ܠܹܗ ܡ̣ܢ ܛܥܘܼܢܝܵܬܹ̈ܐ ܕܟܲܪܡܵܐ. ܐܝܼܢܵܐ ܦܲܠܵܚܹ̈ܐ ܡܚܹܐ ܠܗܘܿܢ ܐܸܠܹܗ ܘܫܘܼܕܸܪܗܘܿܢ ܣܦܝܼܩܵܐ.,”O b'dana dṭ'oenyate shoedireh regeh lkis palakhe dyawee-leh min ṭ'oenyate dkarma. Eena palakhe mkhe-lhoon ileh o shoedirhoon speeqa.,"And at the season he sent unto the husbandmen a servant, that they should give him of the fruit of the vineyard: but the husbandmen beat him, and sent him away empty."
,,11,"”ܡܸܢܕܪܸܫ ܫܘܼܕܸܪܹܗ ܪܹܓܵܐ ܐ݇ܚܹܪ݇ܢܵܐ، ܐܝܼܢܵܐ ܐܘܼܦ ܠܗ̇ܘ ܡܚܹܐ ܠܗܘܿܢ ܦܲܠܵܚܹ̈ܐ، ܘܡܘܼܣܠܹܐ ܠܗܘܿܢ ܐܸܠܹܗ، ܘܫܘܼܕܸܪܗܘܿܢ ܣܦܝܼܩܵܐ.","”Mindrish shoedireh rega khena, eena oep lhaw mkhe-lhoon palakhe, o moesle-lhoon ileh, o shoedirhoon speeqa.","And he sent yet another servant: and him also they beat, and handled him shamefully, and sent him away empty."
,,12,"”ܘܫܘܼܕܸܪܹܗ ܪܹܓܵܐ ܕܬܠܵܬܵܐ، ܐܝܼܢܵܐ ܐܘܼܦ ܠܗ̇ܘ ܕܘܼܪܒܸܢܗܘܿܢ ܘܛܪܝܼܕ ܠܗܘܿܢ.","”O shoedireh rega dtlata, eena oep lhaw doerbinhoon o ṭreed-lhoon.","And he sent yet a third: and him also they wounded, and cast him forth."
,,13,"”ܘܐ݇ܡܝܼܪܹܗ ܡܵܪܵܐ ܕܟܲܪܡܵܐ، ’ܡܘܿܕܝܼ ܥܵܒ݂ܕܹܢ؟ ܒܸܬ ܫܲܕܪܸܢ ܒܪܘܿܢܝܼ ܡܘܼܚܸܒܵܐ. ܩܵܘܡܵܐ ܒܸܬ ܡܝܲܩܪܝܼ ܠܹܗ.‘","”O meereh mara dkarma, ’moodee 'awden? Bit shadrin broonee moekhiba. Qawma bit myaqree-leh.‘","And the lord of the vineyard said, What shall I do? I will send my beloved son: it may be they will reverence him."
,,14,"”ܐܝܼܢܵܐ ܐܝܼܡܲܢ ܕܚܙܹܐ ܠܗܘܿܢ ܦܲܠܵܚܹ̈ܐ ܠܒܪܘܿܢܵܐ، ܐ݇ܡܝܼܪܗܘܿܢ ܒܓܵܢܲܝܗܝ، ’ܐܵܗܵܐ ܝܠܹܗ ܝܵܪܘܿܬܵܐ. ܬܹܝܡܘܼܢ ܩܵܛܠܲܚ ܠܹܗ ܕܦܵܝܫܵܐ ܝܵܪܬܘܼܬܵܐ ܩܵܬܲܢ.‘","”Eena eeman dkhze-lhoon palakhe lbroona, meerhoon bganayhy, ’aha-yleh yaroota. Teymoen qaṭlakh-leh dpaysha yartoeta qatan.‘","But when the husbandmen saw him, they reasoned one with another, saying, This is the heir: let us kill him, that the inheritance may be ours."
,,15,”ܦܘܼܠܸܛ ܠܗܘܿܢ ܐܸܠܹܗ ܠܒܲܕܲܪ ܡ̣ܢ ܟܲܪܡܵܐ ܘܩܛܝܼܠ ܠܗܘܿܢ ܐܸܠܹܗ. ܡܘܿܕܝܼ ܒܸܬ ܥܵܒܹܕ ܐܸܠܲܝܗܝ ܡܵܪܵܐ ܕܟܲܪܡܵܐ؟,”Poeliṭ-lhoon ileh lbadar min karma o qṭeel-lhoon ileh. Moodee bit 'abed ilayhy mara dkarma?,"And they cast him forth out of the vineyard, and killed him. What therefore will the lord of the vineyard do unto them?"
,,16,"”ܒܸܬ ܐܵܬܹܐ ܘܒܸܬ ܛܲܠܸܩ ܠܐܵܢܝܼ ܦܲܠܵܚܹ̈ܐ، ܘܒܸܬ ܝܲܗ݇ܒܸܠ ܟܲܪܡܵܐ ܠܦܲܠܵܚܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ.“ ܐܝܼܡܲܢ ܕܫܡܝܼܥ ܠܗܘܿܢ ܐ݇ܢܵܫܹ̈ܐ ܐܲܢܹܐ ܗܹܡܸܙܡܵܢܹ̈ܐ، ܐ݇ܡܝܼܪܗܘܿܢ، ”ܐܵܗܵܐ ܠܵܐ ܗܵܘܝܵܐ.“","”Bit ate o bit ṭaliq lanee palakhe, o bit yabil karma lpalakhe khene.“ eeman dshmee' lhoon nashe ane hemizmane, meerhoon, ”aha la hawya.“","He will come and destroy these husbandmen, and will give the vineyard unto others. And when they heard it, they said, God forbid."
,,17,"ܐܝܼܢܵܐ ܗ̇ܘ ܚܝܼܪܹܗ ܒܝܼܲܝܗܝ ܘܐ݇ܡܝܼܪܹܗ، ”ܡܘܿܕܝܼ ܝܠܵܗ̇ ܡܲܥܢܵܝܵܐ ܕܗ̇ܝ ܕܟܬܝܼܒ݂ܬܵܐ ܝܠܵܗ̇، ܟܹܐܦܵܐ ܕܡܘܼܣܠܹܐ ܠܗܘܿܢ ܒܲܢܵܝܹ̈ܐ، ܗ̇ܘ ܗܘܹܐ ܠܹܗ ܟܹܐܦܵܐ ܕܩܘܼܪܢܝܼܬܵܐ؟","Eena haw kheereh bee-ayhy o meereh, ”moodee-ylaha ma'naya dhay dkteewta-ylaha, kepa dmoesle-lhoon banaye, haw hwe-leh kepa dqoerneeta?","But he looked upon them, and said, What then is this that is written, The stone which the builders rejected, The same was made the head of the corner?"
,,18,"”ܟܠ ܡ̇ܢ ܕܢܵܦܹܠ ܥܲܠ ܗ̇ܘ ܟܹܐܦܵܐ ܒܸܬ ܦܵܐܹܫ ܫܡܝܼܛܵܐ، ܘܟܠ ܡ̇ܢ ܕܥܲܠܘܼܗܝ ܢܵܦܹܠ ܗ̇ܘ ܟܹܐܦܵܐ، ܒܸܬ ܦܵܐܹܫ ܛܒ݂ܝܼܚܵܐ.“","”Kl man dnapel 'al haw kepa bit paesh shmeeṭa, o kl man d'aloehy napel haw kepa, bit paesh ṭweekha.“","Every one that falleth on that stone shall be broken to pieces; but on whomsoever it shall fall, it will scatter him as dust."
