Book,Chapter,Verse,ASY,TRL,ENG
,,24,”ܝܵܐ ܡܗܲܕܝܵܢܹ̈ܐ ܣܸܡܝܹ̈ܐ، ܨܲܦܝܵܢܹ̈ܐ ܕܒܲܩܬܵܐ ܘܒܵܠܥܵܢܹ̈ܐ ܕܓܘܼܡܠܵܐ.,"”Ya mhadyane simye, ṣapyane dbaqta o bal'ane dgoemla.","Ye blind guides, which strain out the gnat, and swallow the camel."
,,25,”ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܣܵܦܪܹ̈ܐ ܘܦܪ̈ܝܼܫܹܐ، ܡܲܫܦܸܪ̈ܵܢܹܐ، ܕܟܹܐ ܕܲܟܹܝܬܘܿܢ ܠܒܲܕܲܪ ܕܟܵܣܵܐ ܘܕܙܵܒ݂ܘܿܪܵܐ، ܐܝܼܢܵܐ ܡ̣ܢ ܠܓܵܘܵܐ ܡܸܠܝܹܐ ܝܢܵܐ ܚܛܘܼܦܝܵܐ ܘܛܲܡܲܥܟܵܪܘܼܬܵܐ.,"”Way ilawkhoon sapre o preeshe, mashpirane, dke dakeytoon lbadar dkasa o dzawoora, eena min lgawa milye yna khṭoepya o ṭama'karoeta.","Woe unto you, scribes and Pharisees, hypocrites! for ye cleanse the outside of the cup and of the platter, but within they are full from extortion and excess."
,,26,”ܝܵܐ ܦܪ̈ܝܼܫܹܐ ܣܸܡܝܹ̈ܐ، ܩܵܕ݇ܡܵܝܬܵܐ ܕܲܟܹܝܡܘܼܢ ܓܵܘܵܐ ܕܟܵܣܵܐ ܘܕܙܵܒ݂ܘܿܪܵܐ، ܗ̇ܝܓܵܗ ܐܘܼܦ ܠܒܲܕܲܪ ܒܸܬ ܗܵܘܹܐ ܕܸܟ݂ܝܵܐ.,"”Ya preeshe simye, qamayta dakeymoen gawa dkasa o dzawoora, haygah oep lbadar bit hawe dikhya.","Thou blind Pharisee, cleanse first the inside of the cup and of the platter, that the outside thereof may become clean also."
,,27,”ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܣܵܦܪܹ̈ܐ ܘܦܪ̈ܝܼܫܹܐ، ܡܲܫܦܸܪ̈ܵܢܹܐ، ܟܹܐ ܕܵܡܹܝܬܘܿܢ ܠܩܲܒ݂ܪܹ̈ܐ ܡܘܼܚܘܸܪܹ̈ܐ، ܕܡ̣ܢ ܠܒܲܕܲܪ ܟܹܐ ܦܵܝܫܝܼ ܚܸܙܝܹܐ ܫܲܦܝܼܪܹ̈ܐ، ܐܝܼܢܵܐ ܡ̣ܢ ܠܓܵܘܵܐ ܡܸܠܝܹܐ ܝܢܵܐ ܓܲܪ̈ܡܹܐ ܕܡܝܼܬܹ̈ܐ ܘܟܠܵܗ̇ ܛܲܢܦܘܼܬܵܐ.,"”Way ilawkhoon sapre o preeshe, mashpirane, ke dameytoon lqawre moekhwire, dmin lbadar ke payshee khizye shapeere, eena min lgawa milye yna garme dmeete o klaha ṭanpoeta.","Woe unto you, scribes and Pharisees, hypocrites! for ye are like unto whited sepulchres, which outwardly appear beautiful, but inwardly are full of dead men’s bones, and of all uncleanness."
,,28,”ܗܲܕܟ݂ܵܐ ܐܘܼܦ ܐܲܚܬܘܿܢ، ܡ̣ܢ ܠܒܲܕܲܪ ܟܹܐ ܕܵܡܹܝܬܘܿܢ ܐܲܝܟ݂ ܙܲܕܝܼܩܹ̈ܐ، ܐܝܼܢܵܐ ܡ̣ܢ ܠܓܵܘܵܐ ܡܸܠܝܹܐ ܝܬܘܿܢ ܥܵܘܠܵܐ ܘܡܲܫܦܲܪܬܵܐ.,"”Hadkha oep akhtoon, min lbadar ke dameytoon aykh zadeeqe, eena min lgawa milye ytoon 'awla o mashparta.","Even so ye also outwardly appear righteous unto men, but inwardly ye are full of hypocrisy and iniquity."
,,29,”ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܣܵܦܪܹ̈ܐ ܘܦܪ̈ܝܼܫܹܐ، ܡܲܫܦܸܪ̈ܵܢܹܐ، ܕܟܹܐ ܒܵܢܹܝܬܘܿܢ ܩܲܒ݂ܪ̈ܵܘܵܬܹܐ ܕܢܒ݂ܝܼܹ̈ܐ، ܘܣܲܩܠܝܼܬܘܿܢ ܒܹܝܬ ܩܒ݂ܘܼܪܹ̈ܐ ܕܙܲܕܝܼܩܹ̈ܐ.,"”Way ilawkhoon sapre o preeshe, mashpirane, dke baneytoon qawrawate dnwee-e, o saqleetoon beyt qwoere dzadeeqe.","Woe unto you, scribes and Pharisees, hypocrites! for ye build the sepulchres of the prophets, and garnish the tombs of the righteous,"
,,30,”ܘܟܹܐ ܐܵܡܪܝܼܬܘܿܢ، ’ܐܸܢ ܗܵܘܲܚ ܗ݇ܘܵܘ ܒܸܚܵܝܵܐ ܒܝܵܘܡܵܢܹ̈ܐ ܕܒܵܒܵܘܵܬܲܢ̈، ܠܹܐ ܗܵܘܲܚ ܗ݇ܘܵܘ ܫܲܪ̈ܝܼܟܹܐ ܥܲܡܲܝܗܝ ܒܩܛܵܠܬܵܐ ܕܢܒ݂ܝܼܹ̈ܐ.‘,"”O ke amreetoon, ’in hawakh waw bikhaya byawmane dbabawatan, le hawakh waw shareeke 'amayhy bqṭalta dnwee-e.‘","and say, If we had been in the days of our fathers, we should not have been partakers with them in the blood of the prophets."
,,31,”ܗܲܕܟ݂ܵܐ ܒܸܣܗܵܕܵܐ ܝܬܘܿܢ ܥܲܠ ܓܵܢܵܘܟ݂ܘܿܢ، ܕܒܢܘܿܢܹ̈ܐ ܕܐܵܢܝܼ ܝܼܬܘܿܢ ܕܩܛܝܼܠ ܠܗܘܿܢ ܠܢܒ݂ܝܼܹ̈ܐ.,"”Hadkha bishada ytoon 'al ganawkhoon, dbnoone danee eetoon dqṭeel-lhoon lnwee-e.","Wherefore ye witness to yourselves, that ye are sons of them that slew the prophets."
,,32,”ܗܲܕܟ݂ܵܐ ܐܲܚܬܘܿܢ ܡܠܹܐ ܠܵܘܟ݂ܘܿܢ ܟܝܘܼܠܵܐ ܕܐܲܒ݂ܵܗܵܬܵܘ̈ܟ݂ܘܿܢ ܘܙܝܼܕ ܠܵܘܟ݂ܘܿܢ ܥܲܠܲܝܗܝ.,”Hadkha akhtoon mle lawkhoon kyoela dawahatawkhoon o zeed lawkhoon 'alayhy.,Fill ye up then the measure of your fathers.
,,33,”ܝܵܐ ܚܘܼܵܘܵܬܹ̈ܐ ܘܙܲܪ̈ܥܹܐ ܕܐܵܟܸܕܢܹ̈ܐ، ܕܵܐܟ݂ܝܼ ܒܸܬ ܥܵܪܩܝܼܬܘܿܢ ܡ̣ܢ ܕܝܼܘܵܢ ܕܓܹܗܲܢܵܐ؟,"”Ya khoeܵwate o zar'e dakidne, dakhee bit 'arqeetoon min deewan dgehana?","Ye serpents, ye offspring of vipers, how shall ye escape the judgment of hell?"
,,34,”ܒܘܼܬ ܐܵܗܵܐ، ܗܵܐ ܐܵܢܵܐ ܫܲܕܘܼܪܹܐ ܝܘܸܢ ܠܟܸܣ ܠܵܘܟ݂ܘܿܢ ܢܒ݂ܝܼܹ̈ܐ ܘܚܲܟܝܼܡܹ̈ܐ ܘܣܵܦܪܹ̈ܐ. ܡܸܢܲܝܗܝ ܒܸܬ ܩܵܛܠܝܼܬܘܿܢ ܘܡܵܚܹܝܬܘܿܢ ܠܙܩܝܼܦܵܐ، ܘܠܚܲܕ݇ܟܡܵܐ ܒܸܬ ܡܵܚܹܝܬܘܿܢ ܒܫܵܘܛܹ̈ܐ ܓܵܘ ܟܢܘܼܫܝܵܬܵܘ̈ܟ݂ܘܿܢ، ܘܟܲܡܪܝܼܬܘܿܢ ܠܗܘܿܢ ܡ̣ܢ ܡܕܝܼܢ݇ܬܵܐ ܠܡܕܝܼܢ݇ܬܵܐ.,"”Boet aha, ha ana shadoere ywin lkis lawkhoon nwee-e o khakeeme o sapre. Minayhy bit qaṭleetoon o makheytoon lzqeepa, o lkhakma bit makheytoon bshawṭe gaw knoeshyatawkhoon, o kamreetoon-lhoon min mdeeta lmdeeta.","Therefore, behold, I send unto you prophets, and wise men, and scribes: some of them shall ye kill and crucify; and some of them shall ye scourge in your synagogues, and persecute from city to city:"
,,35,”ܒܘܼܬ ܐܵܗܵܐ، ܒܸܬ ܐܵܬܹܐ ܥܲܠܵܘܟ݂ܘܿܢ ܟܠܹܗ ܕܸܡܵܐ ܕܙܲܕܝܼܩܹ̈ܐ ܕܦܝܼܫ ܠܹܗ ܫܘܼܦܟ݂ܵܐ ܥܲܠ ܐܲܪܥܵܐ، ܡ̣ܢ ܕܸܡܵܐ ܕܗܵܒܹܝܠ ܙܲܕܝܼܩܵܐ ܗܲܠ ܕܸܡܵܐ ܕܙܟܲܪܝܵܐ ܒܪܘܿܢܵܐ ܕܒܪܵܟ݂ܝܵܐ، ܗ̇ܘ ܕܩܛܝܼܠ ܠܵܘܟ݂ܘܿܢ ܒܹܝܠ ܗܲܝܟܠܵܐ ܘܠܡܲܕܒܚܵܐ.,"”Boet aha, bit ate 'alawkhoon kleh dima dzadeeqe dpeesh-leh shoepkha 'al ar'a, min dima dhabeyl zadeeqa hal dima dzkarya broona dbrakhya, haw dqṭeel lawkhoon beyl haykla o lmadbkha.","that upon you may come all the righteous blood shed on the earth, from the blood of Abel the righteous unto the blood of Zachariah son of Barachiah, whom ye slew between the sanctuary and the altar."
,,36,”ܬܪܘܼܨܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܟܠܲܝܗܝ ܐܲܢܹܐ ܒܸܬ ܐܵܬܝܼ ܥܲܠ ܕܐܵܗܵܐ ܫܲܪܒܬܵܐ.,"”Troeṣa bemara ywin ilawkhoon, klayhy ane bit atee 'al daha sharbta.","Verily I say unto you, All these things shall come upon this generation."
,,37,”ܐܘܿܪܸܫܠܸܡ، ܐܘܿܪܸܫܠܸܡ، ܩܵܛܠܵܢܬܵܐ ܕܢܒ݂ܝܼܹ̈ܐ ܘܪܵܓ̰ܡܵܢܬܵܐ ܕܐܵܢܝܼ ܕܝܼܢܵܐ ܫܘܼܕܪܹܐ ܠܟܸܣ ܠܘܼܗ̇، ܟܡܵܐ ܓܵܗܹ̈ܐ ܒܥܹܐ ܠܝܼ ܕܓ̰ܲܡܥܸܢ ܠܒܢܘܿܢܵܟ݂ܝ̈ ܐܲܝܟ݂ ܟܬܵܝܬܵܐ ܕܓ̰ܲܡܥܵܐ ܙܲܥܝܘܼ̈ܗ̇ ܬܚܘܿܬ ܓܘܼܠܦܵܢܘܼ̈ܗ̇، ܘܠܵܐ ܒܣܝܼܡ ܠܵܗ̇ ܠܵܘܟ݂ܘܿܢ.,"”Oorishlim, oorishlim, qaṭlanta dnwee-e o rajmanta danee deena shoedre lkis loeha, kma gahe b'e-lee djam'in lbnoonakhy aykh ktayta djam'a za'yoeha tkhoot goelpanoeha, o la bseem-laha lawkhoon.","O Jerusalem, Jerusalem, which killeth the prophets, and stoneth them that are sent unto her! how often would I have gathered thy children together, even as a hen gathereth her chickens under her wings, and ye would not!"
,,38,”ܗܵܐ، ܦܝܵܫܵܐ ܝܠܹܗ ܫܒ݂ܝܼܩܵܐ ܒܲܝܬܵܘܟ݂ܘܿܢ ܚܵܪܵܒܵܐ ܐܸܠܵܘܟ݂ܘܿܢ.,"”Ha, pyasha-yleh shweeqa baytawkhoon kharaba ilawkhoon.","Behold, your house is left unto you desolate."
,,39,”ܣܵܒܵܒ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܕܠܹܐ ܚܵܙܹܝܬܘܿܢ ܠܝܼ ܡ̣ܢ ܐܵܕܝܼܵܐ ܗܲܠ ܕܐܵܡܪܝܼܬܘܿܢ، ’ܒܪܝܼܟ݂ܵܐ ܝܠܹܗ ܗ̇ܘ ܕܒܹܐܬܵܝܵܐ ܝܠܹܗ ܒܫܸܡܵܐ ܕܡܵܪܝܵܐ.‘“,"”Sabab bemara ywin ilawkhoon, dle khazeytoon-lee min adeea hal damreetoon, ’breekha-yleh haw dbetaya-yleh bshima dmarya.‘“","For I say unto you, Ye shall not see me henceforth, till ye shall say, Blessed is he that cometh in the name of the Lord."
,24.0,1,ܘܦܠܝܼܛ ܠܹܗ ܝܼܫܘܿܥ ܡ̣ܢ ܗܲܝܟܠܵܐ، ܘܟܲܕ ܒܹܐܙܵܠܵܐ ܝܗ݇ܘܵܐ، ܐ݇ܬܹܐ ܠܗܘܿܢ ܬܲܠܡܝܼܕܘܼ̈ܗܝ ܠܡܲܚܙܘܼܝܹܗ ܒܸܢܝܵܢܵܐ ܕܗܲܝܟܠܵܐ.,"O pleeṭ-leh eeshoo' min haykla, o kad bezala ywa, te-lhoon talmeedoehy lmakhzoeyeh binyana dhaykla.","And Jesus went out from the temple, and was going on his way; and his disciples came to him to shew him the buildings of the temple."
,,2,ܐܝܼܢܵܐ ܗ̇ܘ ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܒܸܚܙܵܝܵܐ ܝܬܘܿܢ ܟܠܲܝܗܝ ܐܲܢܹܐ؟ ܬܪܘܼܨܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܕܠܹܐ ܦܵܐܹܫ ܫܒ݂ܝܼܩܵܐ ܟܹܐܦܵܐ ܥܲܠ ܟܹܐܦܵܐ ܕܠܵܐ ܦܵܐܹܫ ܣܬܝܼܪܵܐ.“,"Eena haw meereh ilayhy, ”bikhzaya ytoon klayhy ane? Troeṣa bemara ywin ilawkhoon, dle paesh shweeqa kepa 'al kepa dla paesh steera.“","But he answered and said unto them, See ye not all these things? verily I say unto you, There shall not be left here one stone upon another, that shall not be thrown down."
,,3,ܘܟܲܕ ܝ݇ܬܝܼܒ݂ ܠܹܗ ܝܼܫܘܿܥ ܥܲܠ ܛܘܼܪܵܐ ܕܙܲܝ̈ܬܹܐ، ܐ݇ܬܹܐ ܠܗܘܿܢ ܠܟܸܣ ܠܹܗ ܬܲܠܡܝܼܕܘܼ̈ܗܝ ܒܢܲܦ̮ܫܲܝܗܝ، ܒܹܐܡܵܪܵܐ، ”ܐ݇ܡܘܿܪ ܐܸܠܲܢ، ܐܝܼܡܲܢ ܒܸܬ ܗܵܘܝܼ ܐܲܢܹܐ، ܘܡܘܿܕܝܼ ܝܠܹܗ ܢܝܼܫܲܢܩܵܐ ܕܐ݇ܬܵܝܬܘܼܟ݂، ܘܫܘܼܠܵܡܵܐ ܕܙܲܒ݂ܢܵܐ؟“,"O kad teew-leh eeshoo' 'al ṭoera dzayte, te-lhoon lkis-leh talmeedoehy bnawshayhy, bemara, ”moor ilan, eeman bit hawee ane, o moodee-yleh neeshanqa dtaytoekh, o shoelama dzawna?“","And as he sat on the mount of Olives, the disciples came unto him privately, saying, Tell us, when shall these things be? and what shall be the sign of thy coming, and of the end of the world?"
,,4,ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܗܘܹܝܡܘܼܢ ܗܸܫܝܵܪ ܕܐ݇ܢܵܫܵܐ ܠܵܐ ܡܲܚܠܸܛ ܠܵܘܟ݂ܘܿܢ.,"Joewib-leh eeshoo' o meereh ilayhy, ”hweymoen hishyar dnasha la makhliṭ lawkhoon.","And Jesus answered and said unto them, Take heed that no man lead you astray."
,,5,”ܣܵܒܵܒ ܪܵܒܵܐ ܒܸܬ ܐܵܬܝܼ ܒܫܸܡܝܼ ܘܒܸܬ ܐܵܡܪܝܼ، ’ܐܵܢܵܐ ܝܘܸܢ ܡܫܝܼܚܵܐ،‘ ܘܒܸܬ ܡܲܚܠܸܛܝܼ ܠܪܵܒܵܐ.,"”Sabab raba bit atee bshimee o bit amree, ’ana ywin msheekha,‘ o bit makhliṭee lraba.","For many shall come in my name, saying, I am the Christ; and shall lead many astray."
,,6,”ܒܸܬ ܫܵܡܥܝܼܬܘܿܢ ܦܠܵܫܹ̈ܐ ܘܚܲܒܪܹ̈ܐ ܒܘܼܬ ܦܠܵܫܹ̈ܐ. ܚܙܹܝܡܘܼܢ ܕܠܵܐ ܫܵܓ݂ܫܝܼܬܘܿܢ، ܣܵܒܵܒ ܘܵܠܹܐ ܝܠܵܗ̇ ܐܲܢܹܐ ܟܠܲܝܗܝ ܗܵܘܝܼ، ܐܝܼܢܵܐ ܗܹܫ ܠܹܐ ܝܠܹܗ ܫܘܼܠܵܡܵܐ.,"”Bit sham'eetoon plashe o khabre boet plashe. Khzeymoen dla shaghsheetoon, sabab wale-ylaha ane klayhy hawee, eena hesh le-yleh shoelama.",And ye shall hear of wars and rumours of wars: see that ye be not troubled: for these things must needs come to pass; but the end is not yet.
,,7,”ܒܸܬ ܩܵܝܡܵܐ ܐܘܼܡܬܵܐ ܥܲܠ ܐܘܼܡܬܵܐ، ܘܡܲܠܟܘܼܬܵܐ ܥܲܠ ܡܲܠܟܘܼܬܵܐ، ܘܒܸܬ ܗܵܘܝܼ ܟܸܦܢܹ̈ܐ، ܘܡܵܘܬܵܢܹ̈ܐ، ܘܪ̈ܵܘܕܵܢܹܐ ܒܕܘܼܟܵܢܹ̈ܐ ܦܪ̈ܝܼܫܹܐ.,"”Bit qayma oemta 'al oemta, o malkoeta 'al malkoeta, o bit hawee kipne, o mawtane, o rawdane bdoekane preeshe.","For nation shall rise against nation, and kingdom against kingdom: and there shall be famines and earthquakes in divers places."
,,8,”ܐܝܼܢܵܐ ܐܲܢܹܐ ܟܠܲܝܗܝ ܫܘܼܪܵܝܵܐ ܕܐܘܼܠܨܵܢܹ̈ܐ ܝܢܵܐ.,”Eena ane klayhy shoeraya doelṣane yna.,But all these things are the beginning of travail.
,,9,”ܗ̇ܝܓܵܗ ܒܸܬ ܣܲܦܝܼ ܠܵܘܟ݂ܘܿܢ ܕܦܵܝܫܝܼܬܘܿܢ ܓ̰ܘܼܢܓ̰ܸܪܹܐ، ܘܒܸܬ ܩܵܛܠܝܼ ܠܵܘܟ݂ܘܿܢ، ܘܒܸܬ ܦܵܝܫܝܼܬܘܿܢ ܣܸܢܝܹܐ ܡ̣ܢ ܟܠܲܝܗܝ ܐܸܡܘܵܬܹ̈ܐ ܒܘܼܬ ܫܸܡܝܼ.,"”Haygah bit sapee lawkhoon dpaysheetoon joenjire, o bit qaṭlee lawkhoon, o bit paysheetoon sinye min klayhy imwate boet shimee.","Then shall they deliver you up unto tribulation, and shall kill you: and ye shall be hated of all the nations for my name’s sake."
,,10,”ܗ̇ܝܓܵܗ ܒܸܬ ܩܵܠܒܝܼ ܪܵܒܵܐ، ܘܒܸܬ ܣܵܢܝܼ ܚܲܕ ܠܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ، ܘܒܸܬ ܣܲܦܝܼ ܚܲܕ ܠܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ.,"”Haygah bit qalbee raba, o bit sanee khad lhaw khena, o bit sapee khad lhaw khena.","And then shall many stumble, and shall deliver up one another, and shall hate one another."
,,11,”ܘܒܸܬ ܩܵܝܡܝܼ ܪܵܒܵܐ ܢܒ݂ܝܼܹ̈ܐ ܕܲܓܵܠܹ̈ܐ ܘܒܸܬ ܡܲܚܠܸܛܝܼ ܠܪܵܒܵܐ.,”O bit qaymee raba nwee-e dagale o bit makhliṭee lraba.,"And many false prophets shall arise, and shall lead many astray."
,,12,”ܘܒܘܼܬ ܙܵܘܕܘܼܢܝܘܼܬܵܐ ܕܥܵܘܠܵܐ، ܒܸܬ ܦܵܐܹܚ ܚܘܼܒܵܐ ܕܪܵܒܵܐ.,"”O boet zawdoenyoeta d'awla, bit paekh khoeba draba.","And because iniquity shall be multiplied, the love of the many shall wax cold."
,,13,”ܐܝܼܢܵܐ ܡ̇ܢ ܕܚܵܡܹܠ ܗܲܠ ܚܲܪܬܵܐ، ܗ̇ܘ ܒܸܬ ܦܵܪܹܩ.,"”Eena man dkhamel hal kharta, haw bit pareq.","But he that endureth to the end, the same shall be saved."
,,14,”ܘܒܸܬ ܦܵܐܹܫ ܡܘܼܟܪܸܙܵܐ ܐܵܗܵܐ ܐܹܘܲܢܓܲܠܝܼܘܿܢ ܕܡܲܠܟܘܼܬܵܐ ܒܟܠܵܗ̇ ܕܘܼܢܝܹܐ ܠܣܵܗܕܘܼܬܵܐ ܕܟܠܲܝܗܝ ܐܸܡܘܵܬܹ̈ܐ، ܘܗ̇ܝܓܵܗ ܒܸܬ ܐܵܬܹܐ ܫܘܼܠܵܡܵܐ.,"”O bit paesh moekriza aha ewangaleeoon dmalkoeta bklaha doenye lsahdoeta dklayhy imwate, o haygah bit ate shoelama.",And this gospel of the kingdom shall be preached in the whole world for a testimony unto all the nations; and then shall the end come.
,,15,”ܗܲܕܟ݂ܵܐ ܐܝܼܡܲܢ ܕܚܵܙܹܝܬܘܿܢ ܛܲܢܦܘܼܬܵܐ ܕܚܵܪܵܒܵܐ، ܒܸܟܠܵܝܵܐ ܒܕܘܼܟܵܐ ܩܲܕܝܼܫܬܵܐ، ܕܦܝܼܫܬܵܐ ܝܠܵܗ̇ ܡܘܼܕܟܸܪܬܵܐ ܒܝܲܕ ܕܵܢܝܼܐܹܝܠ ܢܒ݂ܝܼܵܐ، ܗ̇ܘ ܕܩܵܪܹܐ ܦܲܪܡܹܐ،,"”Hadkha eeman dkhazeytoon ṭanpoeta dkharaba, biklaya bdoeka qadeeshta, dpeeshta-ylaha moedkirta byad daneeeyl nweea, haw dqare parme,","When therefore ye see the abomination of desolation, which was spoken of by Daniel the prophet, standing in the holy place (let him that readeth understand),"
,,16,”ܗ̇ܝܓܵܗ ܐܵܢܝܼ ܕܝܼܢܵܐ ܒܝܼܗܘܼܕ ܥܵܪܩܝܼ ܠܛܘܼܪ̈ܵܢܹܐ.,”Haygah anee deena beehoed 'arqee lṭoerane.,then let them that are in Judaea flee unto the mountains:
,,17,”ܘܗ̇ܘ ܕܝܼܠܹܗ ܥܲܠ ܐ݇ܓܵܪܹܐ، ܠܵܐ ܨܵܠܹܐ ܠܸܫܩܵܠܵܐ ܡܸܢܕܝܼ ܕܝܼܠܹܗ ܓܵܘ ܒܲܝܬܹܗ.,"”O haw deeleh 'al gare, la ṣale lishqala mindee deeleh gaw bayteh.",let him that is on the housetop not go down to take out the things that are in his house:
,,18,”ܘܗ̇ܘ ܕܝܼܠܹܗ ܓܵܘ ܚܲܩܠܵܐ، ܠܵܐ ܕܵܐܹܪ ܠܒܵܬ݇ܪܹܗ ܠܸܫܩܵܠܵܐ ܠܒ݂ܝܼܫܬܹܗ.,"”O haw deeleh gaw khaqla, la daer lbareh lishqala lweeshteh.",and let him that is in the field not return back to take his cloke.
,,19,”ܘܵܝ ܠܒܛܝܼܢܹ̈ܐ، ܘܠܡܲܡܸܨܵܢܹ̈ܐ ܒܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ.,"”Way lbṭeene, o lmamiṣane banee yawmane.",But woe unto them that are with child and to them that give suck in those days!
,,20,”ܒܘܼܬ ܐܵܗܵܐ، ܨܲܠܹܝܡܘܼܢ ܕܠܵܐ ܗܵܘܹܐ ܥܪܵܩܵܘܟ݂ܘܿܢ ܒܣܸܬܘܵܐ ܘܠܵܐ ܒܫܲܒܬܵܐ.,"”Boet aha, ṣaleymoen dla hawe 'raqawkhoon bsitwa o la bshabta.","And pray ye that your flight be not in the winter, neither on a sabbath:"
,,21,”ܣܵܒܵܒ ܗ̇ܝܓܵܗ ܒܸܬ ܗܵܘܹܐ ܐܘܼܠܨܵܢܵܐ ܓܘܼܪܵܐ ܕܠܹܐ ܝܠܹܗ ܗܘܝܼܵܐ ܡܐܲܝܟ݂ ܕܝܼܹܗ ܗܵܐ ܡ̣ܢ ܫܘܼܪܵܝܵܐ ܕܒܪܝܼܬܵܐ ܘܗܲܠ ܐܵܕܝܼܵܐ، ܘܐܘܼܦ ܠܹܐ ܗܵܘܹܐ.,"”Sabab haygah bit hawe oelṣana goera dle-yleh hweea maykh dee-eh ha min shoeraya dbreeta o hal adeea, o oep le hawe.","for then shall be great tribulation, such as hath not been from the beginning of the world until now, no, nor ever shall be."
,,22,”ܘܐܸܢ ܠܵܐ ܗܵܘܝܼ ܗ݇ܘܵܘ ܡܘܼܟܪܝܼܹܐ ܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ، ܠܹܐ ܦܵܪܹܩ ܗ݇ܘܵܐ ܐܘܼܦ ܚܲܕ. ܐܝܼܢܵܐ ܒܘܼܬ ܚܵܬܸܪ ܕܓܘܼܒܝܹ̈ܐ ܒܸܬ ܦܵܝܫܝܼ ܡܘܼܟܪܝܼܹܐ ܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ.,"”O in la hawee waw moekree-e anee yawmane, le pareq wa oep khad. Eena boet khatir dgoebye bit payshee moekree-e anee yawmane.","And except those days had been shortened, no flesh would have been saved: but for the elect’s sake those days shall be shortened."
,,23,”ܗ̇ܝܓܵܗ ܐܸܢ ܐ݇ܢܵܫܵܐ ܐܵܡܹܪ ܐܸܠܵܘܟ݂ܘܿܢ، ’ܠܐܲܟ݂ܵܐ ܝܠܹܗ ܡܫܝܼܚܵܐ،‘ ܝܲܢ ’ܬܵܡܵܐ ܝܠܹܗ،‘ ܠܵܐ ܗܲܡܸܢܝܼܬܘܿܢ.,"”Haygah in nasha amer ilawkhoon, ’lakha-yleh msheekha,‘ yan ’tama-yleh,‘ la hamineetoon.","Then if any man shall say unto you, Lo, here is the Christ, or, Here; believe it not."
,,24,”ܣܵܒܵܒ ܒܸܬ ܩܵܝܡܝܼ ܡܫܝܼܚܹ̈ܐ ܕܲܓܵܠܹ̈ܐ ܘܢܒ݂ܝܼܹ̈ܐ ܕܲܓܵܠܹ̈ܐ ܘܒܸܬ ܥܵܒ݂ܕܝܼ ܢܝܼܫܲܢܩܹ̈ܐ ܓܘܼܪܹ̈ܐ ܘܕܘܼܡܵܪܹ̈ܐ ܠܡܲܚܠܘܼܛܹܐ ܐܸܢ ܡܵܨܝܵܐ ܐܘܼܦ ܠܓܘܼܒܝܹ̈ܐ.,”Sabab bit qaymee msheekhe dagale o nwee-e dagale o bit 'awdee neeshanqe goere o doemare lmakhloeṭe in maṣya oep lgoebye.,"For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; so as to lead astray, if possible, even the elect."
,,25,”ܗܵܐ، ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ ܡ̣ܢ ܩܵܕ݇ܡ ܕܗܵܘܝܼ ܐܲܢܹܐ.,"”Ha, bemara ywin ilawkhoon min qam dhawee ane.","Behold, I have told you beforehand."
,,26,”ܒܘܼܬ ܐܵܗܵܐ، ܐܸܢ ܐܵܡܪܝܼ ܐܸܠܵܘܟ݂ܘܿܢ، ’ܗܵܐ ܓܵܘ ܒܲܪܝܼܵܐ ܝܠܹܗ،‘ ܠܵܐ ܦܵܠܛܝܼܬܘܿܢ؛ ܝܲܢ ’ܗܵܐ ܓܵܘ ܐܵܘܵܢܵܐ ܝܠܹܗ،‘ ܠܵܐ ܗܲܡܸܢܝܼܬܘܿܢ.,"”Boet aha, in amree ilawkhoon, ’ha gaw bareea-yleh,‘ la palṭeetoon; yan ’ha gaw awana-yleh,‘ la hamineetoon.","If therefore they shall say unto you, Behold, he is in the wilderness; go not forth: Behold, he is in the inner chambers; believe it not."
